title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,search_url,scraped_at
Тристаен обзаведен апартамент за продажба в затворен комплекс,/tristaen-obzaveden-apartament-za-prodajba-v-zatvoren-kompleks-10846841,"Борово, София",Цена:430 000 €(841 006.90 лв.),Тристаен апартамент в Борово,173 кв.м,Тухла,,,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF 77822 

Представяме Ви тристаен апартамент за про..",SUPRIMMO,,0,2485.55,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.448752
"Публична продан от ЧСИ на Тристаен апартамент в гр. София гр. София, район Триадица, ж.к. „Иван Вазо..",/publichna-prodan-ot-chsi-na-tristaen-apartament-v-gr-sofiya-gr-sofiya-raion-triadica-j-k-ivan-vazo-10846476,"Иван Вазов, София",,Вид на имота: Тристаен апартамент в Иван Вазов,95.12 кв.м,Тухла,,2 етаж,"Публична продан от частен съдебен изпълнител 

СРОК: от 23.01.2026 до 23.02.2026

Адрес: гр. София, район Триадица, ж.к. „Иван Вазов“, ул. „Димитър Манов“ № 85, бл.15

1/6 ИД ЧАСТ ОТ АПАРТАМЕНТ № 1, н..",преди 10 дни,,0,,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.451509
"3-стаен, София, Редута, 93 кв.м., 318000 €",/3-staen-sofiya-reduta-93-kv-m-318000-10598601,"Редута, София",Цена:318 000 €(621 953.94 лв.),Тристаен апартамент в Редута,93 кв.м,Тухла,,5 етаж,"ГАРАЖ+ПАРКОМЯСТО

Ново атрактивно предложение - отличен имот с две спални в Редута до парк Гео Милев и метростанция! 

Слънчев, след цялостен и луксозен ремонт, обзаведен с чисто нови мебели, наст..",Имотека АД,,0,3419.35,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.455831
"Многостаен, София, Бели брези, 227 кв.м., 498000 €",/mnogostaen-sofiya-beli-brezi-227-kv-m-498000-10845759,"Белите Брези, София",Цена:498 000 €(974 003.34 лв.),Многостаен апартамент в Белите Брези,227 кв.м,Тухла,,7 етаж,"Просторен мезонет с четири спални на ул. ”Хайдушка гора” в кв. ”Бели брези”. 

Жилището е със застроена площ от 227,52 кв.м. и се състои от: първо ниво- дневна с кухненски бокс, тоалетна, тераса; вт..",Адрес недвижими имоти,,0,2193.83,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.460126
"Многостаен, София, Стрелбище, 141 кв.м., 440000 €",/mnogostaen-sofiya-strelbishte-141-kv-m-440000-10807118,"Стрелбище, София",Цена:440 000 €(860 565.20 лв.),Многостаен апартамент в Стрелбище,141 кв.м,Тухла,,5 етаж,"БЕЗ КОМИСИОННА ЗА КУПУВАЧА!!! 

Представяме Ви просторен многостаен апартамент с РЗП 120кв.м., разположен на тиха и предпочитана улица - ул. „Енос“, в район с отлична инфраструктура и удобен достъп ..",Имотека АД,,0,3120.57,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.464404
Продажба 2-стаен гр. София - Борово 61m²,/prodajba-2-staen-gr-sofiya-borovo-61m-10760417,"Борово, София",Цена:178 000 €(348 137.74 лв.),Двустаен апартамент в Борово,61 кв.м,Панел,1979 г.,7 етаж,"Предлагаме за продажба двустаен апартамент в поддържана сграда. Жилището е с южно изложение и се състои от коридор, кухня, хол, самостоятелна стая, баня и две тераси. Възможност за преустройство. За р..",Продиджи недвижими имоти,,0,2918.03,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.468686
Продажба 3-стаен гр. София - Гоце Делчев 76m²,/prodajba-3-staen-gr-sofiya-goce-delchev-76m-10828980,"Гоце Делчев, София",Цена:235 000 €(459 620.05 лв.),Тристаен апартамент в Гоце Делчев,76 кв.м,Панел,1975 г.,3 етаж,"Предлагаме слънчев тристаен апартамент в близост до парк, търговски обекти, удобни транспортни връзки. Поддържана сграда. Жилището се състои от коридор, кухня, хол с преход към една стая, втора самост..",Продиджи недвижими имоти,,0,3092.11,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.473030
Продажба 2-стаен гр. София - Гоце Делчев 57m²,/prodajba-2-staen-gr-sofiya-goce-delchev-57m-10412994,"Гоце Делчев, София",Цена:188 000 €(367 696.04 лв.),Двустаен апартамент в Гоце Делчев,57 кв.м,Панел,1979 г.,2 етаж,"Предлагаме двустаен апартамент в близост удобни транспортни комуникации, търговски обекти, парк. Поддържани общи части. Жилището се състои от коридор, кухня, две стаи, баня с тоалетна, складово помеще..",Продиджи недвижими имоти,,0,3298.25,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.477494
Тристаен апартамент в луксозна сграда до бул. ”Г. М. Димитров”,/tristaen-apartament-v-luksozna-sgrada-do-bul-g-m-dimitrov-10841317,"Дианабад, София",,Вид на имота: Тристаен апартамент в Дианабад,214.39 кв.м,Тухла,,8 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-129697 

Представяме панорамен тристаен апартамен..",SUPRIMMO,,0,,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.480639
Просторен тристаен апартамент близо до ул. ”Оборище”,/prostoren-tristaen-apartament-blizo-do-ul-oborishte-10841316,"Оборище, София",Цена:245 000 €(479 178.35 лв.),Тристаен апартамент в Оборище,91.16 кв.м,Панел,,7 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-137092 

Представяме тристайно жилище с отлична л..",SUPRIMMO,,0,2687.58,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.484813
Тристаен апартамент-Медицинска академия,/tristaen-apartament-medicinska-akademiya-10288655,"Медицинска академия, София",Цена:398 582 €(779 558.63 лв.),Тристаен апартамент в Медицинска академия,105 кв.м,Тухла,2026 г.,2 етаж,"Агенция за недвижими имоти ”Перфе” има удоволствието да Ви представи: 

ТРИСТАЕН АПАРТАМЕНТ на първи надпартерен /втори жилищен/ етаж в модерна шестетажна бутикова сграда PERFE DOWNTOWN, на идеен пр..",Перфе ООД,,0,3796.02,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:56.489386
Двустаен апартамент-Медицинска академия,/dvustaen-apartament-medicinska-akademiya-10288426,"Медицинска академия, София",Цена:316 692 €(619 395.70 лв.),Двустаен апартамент в Медицинска академия,83 кв.м,Тухла,2026 г.,5 етаж,"Агенция за недвижими имоти ”Перфе” има удоволствието да Ви представи: ДВУСТАЕН АПАРТАМЕНТ на четвърти надпартерен / пети жилищен/ етаж в шестетажна модерна бутикова сграда PERFE DOWNTOWN, на идеен про..",Перфе ООД,,0,3815.57,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.698479
"Луксозен, двустаен апартамент",/luksozen-dvustaen-apartament-10839766,"Дианабад, София",Цена:325 000 €(635 644.75 лв.),Двустаен апартамент в Дианабад,87 кв.м,Тухла,2024 г.,3 етаж,"Продаваме прекрасен имот, довършен и обзаведен с изключително внимание към детайла. 
Жилището почти не е ползвано и се намира в отлично състояние. 
Всичко, от вложените материали, през проектирането..",Universi,,0,3735.63,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.702926
"Тристаен апартамент, Стрелбище",/tristaen-apartament-strelbishte-10836775,"Стрелбище, София",Цена:346 000 €(676 717.18 лв.),Тристаен апартамент в Стрелбище,75 кв.м,ЕПК/ПК,1980 г.,75 етаж,"АРТЕМИС ЕСТЕЙТ ви представя тристаен апартамент в ж.к. Стрелбище. 

Имотът се предлага напълно обзаведен! 
Жилището разполага с площ от 75 кв.м./ коридор, всекидневна, кухня с трапезария, две спалн..",АРТЕМИС ЕСТЕЙТ,,0,4613.33,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.707312
Многостаен апартамент с гараж за продажба кв. Изток,/mnogostaen-apartament-s-garaj-za-prodajba-kv-iztok-10839245,"Изток, София",Цена:450 000 €(880 123.50 лв.),Многостаен апартамент в Изток,144 кв.м,Тухла,,3 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF 131930 

Представяме за продажба просторен и напъ..",SUPRIMMO,,0,3125.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.711445
Двустаен апартамент до хотел Вега в Студентски град/Дианабад,/dvustaen-apartament-do-hotel-vega-v-studentski-grad-dianabad-10561239,"Дианабад, София",Цена:265 000 €(518 294.95 лв.),Двустаен апартамент в Дианабад,89 кв.м,Тухла,2024 г.,3 етаж,"Галерия Имоти Ви предлага за продажба чисто нов двустаен апартамент до хотел Вега на границата Студентски град/Дианабад. 

Жилището е обзаведено и оборудвано с всичко необходимо. 

Намира се на 3-..",Galeria Homes - Real Estate,,0,2977.53,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.715826
Тристаен апартамент №5.34 в сграда S-Tower на бул. ”Г. М. Димитров”,/tristaen-apartament-5-34-v-sgrada-s-tower-na-bul-g-m-dimitrov-9103755,"Дианабад, София",Цена:370 655 €(724 938.17 лв.),Тристаен апартамент в Дианабад,130.05 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-116659 

Ексклузивно представяме за продажба трис..",SUPRIMMO,,0,2850.1,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.719962
Двустаен апартамент №4.32 в сграда S-Tower на бул. ”Г. М. Димитров”,/dvustaen-apartament-4-32-v-sgrada-s-tower-na-bul-g-m-dimitrov-10003788,"Дианабад, София",Цена:212 600 €(415 809.46 лв.),Двустаен апартамент в Дианабад,80.23 кв.м,Тухла,,4 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-127848 

Ексклузивно представяме за продажба двус..",SUPRIMMO,,0,2649.88,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.724080
Двустаен апартамент №4.28 в кула S-Tower на бул. ”Г. М. Димитров” в София,/dvustaen-apartament-4-28-v-kula-s-tower-na-bul-g-m-dimitrov-v-sofiya-10080380,"Дианабад, София",Цена:247 041 €(483 170.20 лв.),Двустаен апартамент в Дианабад,89.83 кв.м,Тухла,,4 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-128675 

Ексклузивно представяме за продажба двус..",SUPRIMMO,,0,2750.09,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.728194
"Двустаен Апартамент в Сухата река, София - За ремонт",/dvustaen-apartament-v-suhata-reka-sofiya-za-remont-10837421,"Сухата река, София",Цена:120 000 €(234 699.60 лв.),Двустаен апартамент в Сухата река,42 кв.м,Панел,1971 г.,,"Реф. № 012718

3D Виртуална разходка из апартамента -> https://my.matterport.com/show/?m=Q72j4Cwkyid

Агенция за недвижими имоти BAS Properties предлага за продажба двустаен апартамент (гарсони..",BASProperties,,0,2857.14,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.732416
Двустаен за продажба в ж.к Гоце Делчев,/dvustaen-za-prodajba-v-j-k-goce-delchev-10836926,"Гоце Делчев, София",Цена:396 000 €(774 508.68 лв.),Двустаен апартамент в Гоце Делчев,94 кв.м,Тухла,2024 г.,3 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис с радост предлага на Вашето внимание двустаен апартамент за продажба в ж.к. Гоце Делчев. Жилището с площ от 94 кв...",Titan Properties,,0,4212.77,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.736815
"Двустаен, подготвен за ремонт",/dvustaen-podgotven-za-remont-10615431,"Изток, София",Цена:185 000 €(361 828.55 лв.),Двустаен апартамент в Изток,60 кв.м,Тухла,1990 г.,7 етаж,"Изцяло южен двустаен в дипломатическия блок ’Балкан’ до болница ’София Мед’. 
Апартаментът е напълно разчистен, подготвен за съвременен ремонт. 
Състои се от: просторно антре с място за килер и вгра..",KD Estates,,0,3083.33,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.741177
Инвестиционен имот - кв. Яворов,/investicionen-imot-kv-yavorov-10754716,"Яворов, София",Цена:320 000 €(625 865.60 лв.),Тристаен апартамент в Яворов,97 кв.м,Тухла,1970 г.,1 етаж,"БИЛДИНГ БОКС предлага за продажба просторен апартамент с отлична локация в сърцето на стара София, район ”Оборище”. 

Имотът се намира на изключително комуникативно място - само на 150 м от бул. ”Цар ..",БИЛДИНГ БОКС АД,,0,3298.97,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.745528
Тристаен апартамент с АКТ 16,/tristaen-apartament-s-akt-16-10835637,"Дървеница, София",Цена:319 000 €(623 909.77 лв.),Тристаен апартамент в Дървеница,112 кв.м,Тухла,2025 г.,3 етаж,"АКТ 16. Светъл, югоизточен апартамент в нова, луксозна сграда. С площ от 112 кв.м. с общите части и 92 кв.м чиста площ. Състои се от просторнa дневна с бокс (32 кв.м), две спални, баня с тоалетна, отд..",Кафемашини,,0,2848.21,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.749644
Двустаен апартамент за продажба,/dvustaen-apartament-za-prodajba-10674576,"Медицинска академия, София",Цена:298 499 €(583 813.30 лв.),Двустаен апартамент в Медицинска академия,85 кв.м,Тухла,2002 г.,2 етаж,"Просторен двустаен апартамент (по проект тристаен) с отлична локация в кв. „Крива река“, до Метростанция „Медицински университет“

Предлагаме за продажба двустаен апартамент, преустроен от тристаен,..",преди 14 дни,,0,3511.75,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.753574
Тристаен апартамент за продажба,/tristaen-apartament-za-prodajba-10640088,"Медицинска академия, София",Цена:298 500 €(583 815.26 лв.),Тристаен апартамент в Медицинска академия,85 кв.м,Тухла,2002 г.,2 етаж,"Просторен тристаен апартамент с отлична локация в кв. „Крива река“, до Метростанция „Медицински университет“

Предлагаме за продажба тристаен апартамент с функционално разпределение и чудесна локаци..",преди 14 дни,,0,3511.76,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.757580
Многостаен апартамент 86 кв.м Панел 1989 г. 7 етаж Последен етаж,/mnogostaen-apartament-86-kv-m-panel-1989-g-7-etaj-posleden-etaj-10835288,"Дървеница, София",Цена:300 000 €(586 749 лв.),Многостаен апартамент в Дървеница,86 кв.м,Панел,1989 г.,7 етаж,"Луксозен четиристаен апартамент в кв. Дървеница - комфорт, светлина и престиж

Представяме ви изключително стилно обзаведен четиристаен апартамент, разположен в един от най-предпочитаните и отлично ур..",HomeSpace,,0,3488.37,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.761955
Двустаен апартамент 75 кв.м Панел 1989 г. 2 етаж Непоследен,/dvustaen-apartament-75-kv-m-panel-1989-g-2-etaj-neposleden-10835281,"Гоце Делчев, София",Цена:226 600 €(443 191.08 лв.),Двустаен апартамент в Гоце Делчев,75 кв.м,Панел,1989 г.,2 етаж,"Homespace предлага за продажба светъл и функционален двустаен апартамент, разположен в предпочитания кв. Гоце Делчев, в добре поддържана панелна сграда от 1989 г. 

Имотът е с чиста застроена площ от ..",HomeSpace,,0,3021.33,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.766299
Тристаен апартамент 120 кв.м Тухла 2008 г. 4 етаж Непоследен,/tristaen-apartament-120-kv-m-tuhla-2008-g-4-etaj-neposleden-10223482,"Сухата река, София",Цена:360 000 €(704 098.80 лв.),Тристаен апартамент в Сухата река,120 кв.м,Тухла,2008 г.,4 етаж,"🌞 Южно изложение | 🏠 Напълно обзаведен | 🚇 До метро | 🅿️ Свободен паркинг
✨ Продава се просторен и уютен апартамент, идеален както за лично ползване, така и за инвестиция с отлична доходност! 
📍 ТОП л..",HomeSpace,,0,3000.0,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.770665
"Тристаен Апартамент в Борово, София - Обзаведен",/tristaen-apartament-v-borovo-sofiya-obzaveden-10835086,"Борово, София",Цена:210 000 €(410 724.30 лв.),Тристаен апартамент в Борово,63 кв.м,Панел,1975 г.,,"Реф. № 012722

Агенция за недвижими имоти BAS Properties предлага за продажба тристаен апартамент в кв. Борово, гр. София. Жилището е светло, топло и функционално, с южно изложение, подходящо както ..",BASProperties,,0,3333.33,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.774905
Продавам двустаен апартамент в кв. Гоце Делчев-гр. София,/prodavam-dvustaen-apartament-v-kv-goce-delchev-gr-sofiya-10665490,"Гоце Делчев, София",Цена:198 000 €(387 254.34 лв.),Двустаен апартамент в Гоце Делчев,54 кв.м,Тухла,2000 г.,4 етаж,"ЕКСКЛУЗИВНО ОТ ИМОТИ МЕЧЕВА! 
👩‍💼💹 Представяме ви нашето атрактивно предложение на двустаен апартамент с площ от 54кв.м (реални) в кв. Гоце Делчев на улица Деян Белишки. 
Имота се състои от всекидне..",plamen.nedkov,,0,3666.67,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.779264
Двустен апартамент в Сухата река,/dvusten-apartament-v-suhata-reka-10823193,"Сухата река, София",Цена:171 000 €(334 446.93 лв.),Двустаен апартамент в Сухата река,58 кв.м,Тухла,1975 г.,2 етаж,"Продаваме слънчев, двустаен апартамент. 
Жилището е с южно изложение, което е допълнение с голямото отстояние от близките сгради го прави изключително светло и топло. 
Сградата е с добре поддържани ..",Universi,,0,2948.28,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.783606
"2-стаен, София, Дианабад, 80 кв.м., 266656 €",/2-staen-sofiya-dianabad-80-kv-m-266656-10831718,"Дианабад, София",Цена:266 656 €(521 533.80 лв.),Двустаен апартамент в Дианабад,80 кв.м,Тухла,,6 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Двустаен апартамент на етаж втори с РЗП-79.85м2., ЗП-67.58м2. и следното разпределение: коридор, дневна с кухненски бокс и трапезария, спалня, баня с то..",Адрес недвижими имоти,,0,3333.2,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.787946
"3-стаен, София, Дианабад, 94 кв.м., 311086 €",/3-staen-sofiya-dianabad-94-kv-m-311086-10831717,"Дианабад, София",Цена:311 086 €(608 431.33 лв.),Тристаен апартамент в Дианабад,94 кв.м,Тухла,,6 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-78.84м2, РЗП-93.16м2 и следното разпределениекоридор, дневна с кухненски бокс и трапезария, две спални, баня с тоалетна, тоал..",Адрес недвижими имоти,,0,3309.43,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.792282
"3-стаен, София, Дианабад, 124 кв.м., 399006 €",/3-staen-sofiya-dianabad-124-kv-m-399006-10831715,"Дианабад, София",Цена:399 006 €(780 387.90 лв.),Тристаен апартамент в Дианабад,124 кв.м,Тухла,,5 етаж,"СХЕМА НА ПЛАЩАНЕ: 30% НА ПД, 70% НА АКТ 16! 

Тристаен апартамент със ЗП-104.95м2, РЗП-124.01м2 и следното разпределение: коридор, дневна с кухненски бокс и трапезария, две спални, три бани с тоалет..",Адрес недвижими имоти,,0,3217.79,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:58.796615
