price_text,title,location,description,info_text,details_url,photos_text,contact_info,agency_name,agency_url,ref_no,total_offers,price_per_m2,search_url,scraped_at
20 451.16 €39 999 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Симитли, област Благоевград","Нива, кат. 3, 2.5 дка, тел.: 0887072928","Нива, кат. 3, 2.5 дка, тел.: 0887072928",//www.imot.bg/obiava-1s170945746099634-prodava-zemedelska-zemya-oblast-blagoevgrad-gr-simitli,Повече детайли,0887072928,,,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.881670
11 000 €21 514.13 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Баня, област Благоевград","Гори и храсти в земеделска земя, кат. 2, 2.3 дка, месността Меча дупка, Предлагаме за продажба и  иглолистна гора-2,3 декара  в месността Меча дупка , от която собственика  ..., тел.: 0887308820","Гори и храсти в земеделска земя, кат. 2, 2.3 дка, месността Меча дупка, Предлагаме за продажба и  иглолистна гора-2,3 декара  в месността Меча дупка , от която собственика  ..., тел.: 0887308820",//www.imot.bg/obiava-1s174741758010652-prodava-zemedelska-zemya-oblast-blagoevgrad-s-banya-mesnostta-mecha-dupka,Повече детайли,0887308820,КИБЕЛА,//kibela_homes123.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.882762
13 000 €25 425.79 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Баня, област Благоевград","Гори и храсти в земеделска земя, кат. 1, 2 дка, Меча дупка, Предлагаме за продажба и иглолистна гора в месността Меча дупка , от която собственика има право да  ..., тел.: 0887308820","Гори и храсти в земеделска земя, кат. 1, 2 дка, Меча дупка, Предлагаме за продажба и иглолистна гора в месността Меча дупка , от която собственика има право да  ..., тел.: 0887308820",//www.imot.bg/obiava-1s174661840329430-prodava-zemedelska-zemya-oblast-blagoevgrad-s-banya-mecha-dupka,Повече детайли,0887308820,КИБЕЛА,//kibela_homes123.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.883929
45 500 €88 990.27 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Баня, област Благоевград","Нива, кат. 1, 1 дка, Предлагаме за продажба парцел земеделска земя по пътя Баня - Банско, на втора линия, зад хотел Вита  ..., тел.: 0894585226","Нива, кат. 1, 1 дка, Предлагаме за продажба парцел земеделска земя по пътя Баня - Банско, на втора линия, зад хотел Вита  ..., тел.: 0894585226",//www.imot.bg/obiava-1s172483718694970-prodava-zemedelska-zemya-oblast-blagoevgrad-s-banya,Повече детайлии 12 снимки,0894585226,ПЛЮС ПРОПЪРТИ,//plusproperty1.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.885195
52 500 €102 681.08 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Долно Драглище, област Благоевград","Нива, кат. 1, 2 дка, www.unikalniimotibansko.com БЕЗ КОМИСИОННА ОТ КУПУВАЧА! Агенция 'Уникални Имоти Банско' предлага за  ..., тел.: 0899564900","Нива, кат. 1, 2 дка, www.unikalniimotibansko.com БЕЗ КОМИСИОННА ОТ КУПУВАЧА! Агенция 'Уникални Имоти Банско' предлага за  ..., тел.: 0899564900",//www.imot.bg/obiava-1s176278022505300-prodava-zemedelska-zemya-oblast-blagoevgrad-s-dolno-draglishte,Повече детайлии 2 снимки,0899564900,УНИКАЛНИ ИМОТИ БАНСКО,//unikalniimoti.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.886456
304 500 €595 550.24 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Айтос, област Бургас","Нива, кат. 3, 21 дка, Собственик продава земеделска земя на главен път Айтос - Бургас, с 150 м лице към пътя. Парцелът е н ..., тел.: 0885705557","Нива, кат. 3, 21 дка, Собственик продава земеделска земя на главен път Айтос - Бургас, с 150 м лице към пътя. Парцелът е н ..., тел.: 0885705557",//www.imot.bg/obiava-1s176551476159146-prodava-zemedelska-zemya-oblast-burgas-gr-aytos,Повече детайли,0885705557,,,1,0,2030.0,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.887550
350 004 €684 548.32 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Айтос, област Бургас","Нива, кат. 3, 12 дка, Продавам 12 /дванадесет / декара земеделска земя / БЕЗ ПОСРЕДНИК /, в землището на гр. Айтос, местно ..., тел.: 0886061660","Нива, кат. 3, 12 дка, Продавам 12 /дванадесет / декара земеделска земя / БЕЗ ПОСРЕДНИК /, в землището на гр. Айтос, местно ..., тел.: 0886061660",//www.imot.bg/obiava-1s175467509431435-prodava-zemedelska-zemya-oblast-burgas-gr-aytos,Повече детайли,0886061660,,,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.888684
13 000 €25 425.79 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Овощна градина, кат. 3, 1 дка, м. Бряста, Предлагаме за продажба 1 дка в землището на Ахелой, местност Бряста, на 50 м от асфалтов път, на 250 ..., тел.: 0893390880","Овощна градина, кат. 3, 1 дка, м. Бряста, Предлагаме за продажба 1 дка в землището на Ахелой, местност Бряста, на 50 м от асфалтов път, на 250 ..., тел.: 0893390880",//www.imot.bg/obiava-1s168061196976997-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy-m-bryasta,Повече детайлии 3 снимки,0893390880,АСАВИЯ,//asaviabs.imot.bg,1,0,260.0,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.889806
69 000 €134 952.27 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Овощна градина, кат. 3, 12 дка, Голям поземлен имот до регулацията на гр. Ахелой НОВА НАМАЛЕНА ЦЕНА! ДО РЕГУЛАЦИЯ! БИТОВ ТОК! БИТА С ..., тел.: 0886088088","Овощна градина, кат. 3, 12 дка, Голям поземлен имот до регулацията на гр. Ахелой НОВА НАМАЛЕНА ЦЕНА! ДО РЕГУЛАЦИЯ! БИТОВ ТОК! БИТА С ..., тел.: 0886088088",//www.imot.bg/obiava-1s169901474791431-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайлии 9 снимки,0886088088,ПЕТРАКИЕВИ ООД,//petrakievi.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.890882
105 000 €205 362.15 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 3.502 дка, Недвижими имоти Ваня продава земеделска земя обл.Бургас гр.Ахелой м.Пречиствателна с площ 3502кв.м.  ..., тел.: 0888497881","Нива, кат. 3, 3.502 дка, Недвижими имоти Ваня продава земеделска земя обл.Бургас гр.Ахелой м.Пречиствателна с площ 3502кв.м.  ..., тел.: 0888497881",//www.imot.bg/obiava-1s168985260788688-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайли,0888497881,НЕДВИЖИМИ ИМОТИ ВАНЯ,//imotivanya.imot.bg,1,0,29.98,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.891944
120 000 €234 699.60 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 7.999 дка, За повече информация обадете ни се на тел: 0882 817 478 или 02 425 68 40 и цитирайте референтния ном ..., тел.: 0882817478","Нива, кат. 3, 7.999 дка, За повече информация обадете ни се на тел: 0882 817 478 или 02 425 68 40 и цитирайте референтния ном ..., тел.: 0882817478",//www.imot.bg/obiava-1s174556245133406-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайлии 5 снимки,0882817478,БЪЛГЕРИАН ПРОПЕРТИС,//newbulprop.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.893080
219 957 €430 198.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 10 дка, Предлагаме Ви за продажба 10 декара 3-та категория земеделска земя с лице път и гледка море в гр. Ах ..., тел.: 0899802209","Нива, кат. 3, 10 дка, Предлагаме Ви за продажба 10 декара 3-та категория земеделска земя с лице път и гледка море в гр. Ах ..., тел.: 0899802209",//www.imot.bg/obiava-1s161960326163645-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайли,0899802209,ИГ ПРОВАЙД,//igprovide.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.894223
350 000 €684 540.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 3, 7 дка, Пречиствателна, С гледка море. Парцелът се намира в града, до комплекс 'Шато Ахелой 2'. площ: 7658кв.м. Идентификато ..., тел.: 0885116844","Нива, кат. 3, 7 дка, Пречиствателна, С гледка море. Парцелът се намира в града, до комплекс 'Шато Ахелой 2'. площ: 7658кв.м. Идентификато ..., тел.: 0885116844",//www.imot.bg/obiava-1s175464869499407-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy-prechistvatelna,Повече детайлии 3 снимки,0885116844,СОЛИМАР,//solymar.imot.bg,1,0,45.7,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.895396
Цена при запитване,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахелой, област Бургас","Нива, кат. 1, 6972 дка, За повече информация обадете ни се на тел: 0882 817 478 или 02 425 68 40 и цитирайте референтния ном ..., тел.: 0882817478","Нива, кат. 1, 6972 дка, За повече информация обадете ни се на тел: 0882 817 478 или 02 425 68 40 и цитирайте референтния ном ..., тел.: 0882817478",//www.imot.bg/obiava-1s174423985917752-prodava-zemedelska-zemya-oblast-burgas-gr-aheloy,Повече детайлии 17 снимки,0882817478,БЪЛГЕРИАН ПРОПЕРТИС,//newbulprop.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.896457
32 000 €62 586.56 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Ахтопол, област Бургас","Нива, кат. 3, 11 дка, 1. Земеделска земя в Местност 'Коросиата-Зигрите' 11дка, близо до пътя Ахтопол-Царево, гледка към мо ..., тел.: 0889256794","Нива, кат. 3, 11 дка, 1. Земеделска земя в Местност 'Коросиата-Зигрите' 11дка, близо до пътя Ахтопол-Царево, гледка към мо ..., тел.: 0889256794",//www.imot.bg/obiava-1s148770640957397-prodava-zemedelska-zemya-oblast-burgas-gr-ahtopol,Повече детайлии 14 снимки,0889256794,,,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.897582
18 500 €36 182.86 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 7 дка, Продавам земя за инвестиция! Готови документи за сделка! Цена 18500 евро! Продава се поземлен имот в ..., тел.: 0898589858","Нива, кат. 3, 7 дка, Продавам земя за инвестиция! Готови документи за сделка! Цена 18500 евро! Продава се поземлен имот в ..., тел.: 0898589858",//www.imot.bg/obiava-1s175671081098633-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайлии 9 снимки,0898589858,,,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.898689
35 000 €68 454.05 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 7 дка, МОЛЯ ДА НЕ звънят от АГЕНЦИИ и БРОКЕРИ на имоти, освен ако не представляват реални клиенти!  индефик ..., тел.: 0887431167","Нива, кат. 3, 7 дка, МОЛЯ ДА НЕ звънят от АГЕНЦИИ и БРОКЕРИ на имоти, освен ако не представляват реални клиенти!  индефик ..., тел.: 0887431167",//www.imot.bg/obiava-1s174698320195052-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайлии 4 снимки,0887431167,,,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.899811
35 900 €70 214.30 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 3 дка, Предлагаме за продажба парцел 2.999дка, м. Стоката, на 250м. от Атанасовско езеро. В ОУП на гр. Бург ..., тел.: 0877911921","Нива, кат. 3, 3 дка, Предлагаме за продажба парцел 2.999дка, м. Стоката, на 250м. от Атанасовско езеро. В ОУП на гр. Бург ..., тел.: 0877911921",//www.imot.bg/obiava-1s176839860286589-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0877911921,МЕЛЛГРУП,//mellgroup.imot.bg,1,0,143.6,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.900909
62 500 €122 239.38 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Овощна градина, кат. 3, 25 дка, Кв.Ветрен, Овощната градина е на 6 години.В близост има водоем за поливане., тел.: 0895790220","Овощна градина, кат. 3, 25 дка, Кв.Ветрен, Овощната градина е на 6 години.В близост има водоем за поливане., тел.: 0895790220",//www.imot.bg/obiava-1s176460238310873-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-kv-vetren,Повече детайлии 6 снимки,0895790220,,,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.902098
69 000 €134 952.27 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 8.3 дка, Сарафово, Земеделска земя в близост до главния път Сарафово-Поморие. Категория 3.  Местност Кабалъка, тел.: 0883930330","Нива, кат. 3, 8.3 дка, Сарафово, Земеделска земя в близост до главния път Сарафово-Поморие. Категория 3.  Местност Кабалъка, тел.: 0883930330",//www.imot.bg/obiava-1s173471030215459-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-sarafovo,Повече детайли,0883930330,МИЛЕНИУМ ЕСТЕЙТС,//millennium.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.903127
114 750 €224 431.49 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 4 дка, Меден Рудник, Компания Х представя на Вашето внимание земеделска земя с лице на главен път Бургас-Средец!  МЕСТОПО ..., тел.: 0887779990","Нива, кат. 3, 4 дка, Меден Рудник, Компания Х представя на Вашето внимание земеделска земя с лице на главен път Бургас-Средец!  МЕСТОПО ..., тел.: 0887779990",//www.imot.bg/obiava-1s173934673502305-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-meden-rudnik,Повече детайлии 2 снимки,0887779990,ЕКС НВД ООД,//xnvd_burgas.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.904259
160 720 €314 341.00 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 4 дка, Сарафово, Предлагаме за продажба имот в землището на кв. Сарафово, м. Соката, с правилна форма и с лице на асф ..., тел.: 0899370285","Нива, кат. 3, 4 дка, Сарафово, Предлагаме за продажба имот в землището на кв. Сарафово, м. Соката, с правилна форма и с лице на асф ..., тел.: 0899370285",//www.imot.bg/obiava-1s166195008847356-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-sarafovo,Повече детайли,0899370285,ИНТЕРЕСТЕЙТ,//interestates.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.905361
200 000 €391 166.00 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 5.249 дка, Изгрев, Лъкшъри Инвестмент Ви представя чудесен ПИ за продажба в гр. Бургас.  Поземлен имот: 07079.2.1723 Пл ..., тел.: 0877 093 371","Нива, кат. 3, 5.249 дка, Изгрев, Лъкшъри Инвестмент Ви представя чудесен ПИ за продажба в гр. Бургас.  Поземлен имот: 07079.2.1723 Пл ..., тел.: 0877 093 371",//www.imot.bg/obiava-1s166767304193125-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-izgrev,Повече детайлии 8 снимки,0877 093 371,ЛЪКШЪРИ  ИНВЕСТМЪНТ,//luxuryinvestment.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.906460
226 983 €443 940.16 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 8 дка, местност  Чернозема , Продажба на парцел в м. Чернозема бивша Кабата Агенция IG Provide предлага за продажба атрактивен па ..., тел.: 0899802209","Нива, кат. 3, 8 дка, местност  Чернозема , Продажба на парцел в м. Чернозема бивша Кабата Агенция IG Provide предлага за продажба атрактивен па ..., тел.: 0899802209",//www.imot.bg/obiava-1s171808618934361-prodava-zemedelska-zemya-oblast-burgas-gr-burgas-mestnost-chernozema,Повече детайлии 3 снимки,0899802209,ИГ ПРОВАЙД,//igprovide.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.907594
226 983 €443 940.16 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 7.827 дка, Предлагаме за продажба парцел с площ от 7.827дка, в. Чернозема, с лице на автономен път, на 150м от  ..., тел.: 0877911921","Нива, кат. 3, 7.827 дка, Предлагаме за продажба парцел с площ от 7.827дка, в. Чернозема, с лице на автономен път, на 150м от  ..., тел.: 0877911921",//www.imot.bg/obiava-1s173659756670751-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0877911921,МЕЛЛГРУП,//mellgroup.imot.bg,1,0,1513.22,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.908684
250 000 €488 957.50 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Бургас, област Бургас","Нива, кат. 3, 5 дка, Агенция за недвижими имоти ' Титан Пропъртис' предлага за продажба, Земеделска зема в ж.к Изгрев, м. ..., тел.: 0886092152","Нива, кат. 3, 5 дка, Агенция за недвижими имоти ' Титан Пропъртис' предлага за продажба, Земеделска зема в ж.к Изгрев, м. ..., тел.: 0886092152",//www.imot.bg/obiava-1s173278884106758-prodava-zemedelska-zemya-oblast-burgas-gr-burgas,Повече детайли,0886092152,ТИТАН СЕЙЛС,//titansales.imot.bg,1,0,,https://www.imot.bg/obiavi/prodazhbi/zemedelska-zemya?land_category=1~2~3~,2026-02-02T18:12:26.909781
