price_text,title,location,description,details_url,photos_text,contact_info,agency_name,agency_url,search_url,scraped_at
415 000 €811 669.45 лв.,Продава 3-СТАЕН,"град София, Докторски паметник","86 кв.м, 1-ви ет. от 6, ТЕЦ, Въведен в експлоатация 1940 - 1949 г., Продаваме интересен имот, чието разпределениe и локация го прави подходящ да се използва по множеств ..., тел.: 0885441447",//www.imot.bg/obiava-1c176355949273811-prodava-tristaen-apartament-grad-sofiya-doktorski-pametnik,Повече детайлии 15 снимки,0885441447,УНИВЕРСИ,//universi.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.355851
439 000 €858 609.37 лв.,Продава 3-СТАЕН,"град София, Докторски паметник","105 кв.м, 7-ми ет. от 13, ТЕЦ, Явлена представя за продажба просторен тристаен апартамент с отделна кухня. Жилището е с застроена п ..., тел.: 0892510014",//www.imot.bg/obiava-1c176654580055931-prodava-tristaen-apartament-grad-sofiya-doktorski-pametnik,Повече детайлии 2 снимки,0892510014,ЯВЛЕНА ЦЕНТРАЛЕН ОФИС,//yavlena.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.356744
440 000 €860 565.20 лв.,Продава 3-СТАЕН,"град София, Докторски паметник","84 кв.м, ул. Марин Дринов, 2-ри ет. от 7, ТЕЦ, Въведен в експлоатация 1970 - 1979 г., Тухла, Асансьор, Контрол на достъпа, тел.: 0893533837",//www.imot.bg/obiava-1c176875892788044-prodava-tristaen-apartament-grad-sofiya-doktorski-pametnik-ul-marin-drinov,Повече детайли,0893533837,ХОУМ ХИЛ КОРПОРЕЙШЪН,//homehill.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.357592
445 000 €870 344.35 лв.,Продава 3-СТАЕН,"град София, Докторски паметник","94 кв.м, бул. Янко Сакъзов, 4-ти ет. от 5, ТЕЦ, Въведен в експлоатация, Продава се светло просторно жилище с реална квадратура в масивна тухлена сграда на метри от метроста ..., тел.: 0898685390",//www.imot.bg/obiava-1c176831313309108-prodava-tristaen-apartament-grad-sofiya-doktorski-pametnik-bul-yanko-sakazov,Повече детайлии 9 снимки,0898685390,НД ПРОПЪРТИС ЕООД,//ndproperties3.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.358839
497 777 €973 567.19 лв.,Продава 3-СТАЕН,"град София, Докторски паметник","111 кв.м, бул. Янко Сакъзов, 4-ти ет. от 6, ТЕЦ, Ще бъде въведен в експлоатация 2027 г., ✨ Луксозен апартамент с ЮЖНО изложение и директна гледка към парк  Заимов , разположен в нова ..., тел.: 0882266226",//www.imot.bg/obiava-1c176361977964562-prodava-tristaen-apartament-grad-sofiya-doktorski-pametnik-bul-yanko-sakazov,Повече детайлии 5 снимки,0882266226,АЙВИ ХОУМС ЕООД,//ivyhomes.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.359938
699 000 €1 367 125.17 лв.,Продава 3-СТАЕН,"град София, Докторски паметник","96 кв.м, 2-ри ет. от 4, ТЕЦ, Въведен в експлоатация 1950 - 1959 г., L Artista представя WIN WIN vol 5.  Елегантност отвъд времето  Има адреси в София, които нямат нужда ..., тел.: 0877888804",//www.imot.bg/obiava-1c176830999593300-prodava-tristaen-apartament-grad-sofiya-doktorski-pametnik,Повече детайлии 10 снимки,0877888804,ЛЕ АРТИСТА,//leartista.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.361010
348 000 €680 628.84 лв.,Продава 3-СТАЕН,"град София, Иван Вазов","100 кв.м, ул. Балша, 3-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1970 - 1979 г., ОТЛИЧНА ЛОКАЦИЯ !!! ТУХЛА !!! СРЕДЕН ЕТАЖ !!! 100 КВ.М ЧИСТА ПЛОЩ !!!! Представяме на вашето внимани ..., тел.: 0875 363 330",//www.imot.bg/obiava-1c176587444439358-prodava-tristaen-apartament-grad-sofiya-ivan-vazov-ul-balsha,Повече детайлии 15 снимки,0875 363 330,ХОУМ ТУ Ю ОФИС ХРИСТО БОТЕВ,//home2u.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.362062
455 000 €889 902.65 лв.,Продава 3-СТАЕН,"град София, Иван Вазов","85 кв.м, 3-ти ет. от 14, ТЕЦ, Ново предложение за обзаведен и напълно оборудван апартамент на 300 метрa от ЮЖЕН ПАРК. Разположен н ..., тел.: 0892546019",//www.imot.bg/obiava-1c176835973319690-prodava-tristaen-apartament-grad-sofiya-ivan-vazov,Повече детайлии 13 снимки,0892546019,ЯВЛЕНА,//south_park.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.363115
455 000 €889 902.65 лв.,Продава 3-СТАЕН,"град София, Иван Вазов","90 кв.м, 3-ти ет. от 14, ТЕЦ, Въведен в експлоатация, ЛУКСОЗНО РЕМОНТИРАН ПО ДИЗАЙНЕРСКИ ПРОЕКТ, ЮЖЕН, НЕПРЕХОДЕН, ДО ЮЖНИЯ ПАРК..... ОГЛЕДИ С КЛЮЧ!  BULT ..., тел.: 0885745979",//www.imot.bg/obiava-1c176561739292546-prodava-tristaen-apartament-grad-sofiya-ivan-vazov,Повече детайлии 17 снимки,0885745979,БУЛТРЕЙД ПРОПЪРТИС,//bulpropertiesbg.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.364157
455 000 €889 902.65 лв.,Продава 3-СТАЕН,"град София, Иван Вазов","90 кв.м, 3-ти ет. от 14, ТЕЦ, Въведен в експлоатация, ДИЗАЙНЕРСКО БИЖУ ДО ЮЖНИЯ ПАРК   ЮЖНО ИЗЛОЖЕНИЕ И БЕЗКОМПРОМИСНО КАЧЕСТВО Refer Real Estate представ ..., тел.: 0877 26 8787",//www.imot.bg/obiava-1c176829777070676-prodava-tristaen-apartament-grad-sofiya-ivan-vazov,Повече детайлии 17 снимки,0877 26 8787,РЕФЕР,//refer.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.365210
455 000 €889 902.65 лв.,Продава 3-СТАЕН,"град София, Иван Вазов","90 кв.м, 3-ти ет. от 14, ТЕЦ, Въведен в експлоатация, ДИЗАЙНЕРСКО БИЖУ ДО ЮЖНИЯ ПАРК   ЮЖНО ИЗЛОЖЕНИЕ И БЕЗКОМПРОМИСНО КАЧЕСТВО Refer Real Estate представ ..., тел.: 0877 26 8787",//www.imot.bg/obiava-1c176829678351002-prodava-tristaen-apartament-grad-sofiya-ivan-vazov,Повече детайлии 14 снимки,0877 26 8787,РЕФЕР,//refer.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.366265
455 000 €889 902.65 лв.,Продава 3-СТАЕН,"град София, Иван Вазов","90 кв.м, 3-ти ет. от 14, ТЕЦ, Въведен в експлоатация, ДИЗАЙНЕРСКО БИЖУ ДО ЮЖНИЯ ПАРК   ЮЖНО ИЗЛОЖЕНИЕ И БЕЗКОМПРОМИСНО КАЧЕСТВО Refer Real Estate представ ..., тел.: 0877 26 8787",//www.imot.bg/obiava-1c176829636491385-prodava-tristaen-apartament-grad-sofiya-ivan-vazov,Повече детайлии 14 снимки,0877 26 8787,РЕФЕР,//refer.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.367311
455 000 €889 902.65 лв.,Продава 3-СТАЕН,"град София, Иван Вазов","90 кв.м, бул. Витоша, 3-ти ет. от 14, ТЕЦ, Въведен в експлоатация 1992 г., ЛУКСОЗНО РЕМОНТИРАН ПО ДИЗАЙНЕРСКИ ПРОЕКТ, ЮЖЕН, НЕПРЕХОДЕН, ДО ЮЖНИЯ ПАРК..... ОГЛЕДИ С КЛЮЧ!  BULT ..., тел.: 0885745979",//www.imot.bg/obiava-1c176465910816134-prodava-tristaen-apartament-grad-sofiya-ivan-vazov-bul-vitosha,Повече детайлии 17 снимки,0885745979,БУЛТРЕЙД ПРОПЪРТИС,//bulpropertiesbg.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.368375
375 000 €733 436.25 лв.,Продава 3-СТАЕН,"град София, Изгрев","120 кв.м, ул. Елемаг, 17-ти ет. от 19, ТЕЦ, Въведен в експлоатация 1980 - 1989 г., Ексклузивна оферта за продажба на агенция ОРБИТА!  ОПИСАНИЕ НА ИМОТА: Апартаментът се намира на седе ..., тел.: 0888504830",//www.imot.bg/obiava-1c175922068965927-prodava-tristaen-apartament-grad-sofiya-izgrev-ul-elemag,Повече детайлии 17 снимки,0888504830,ОРБИТА,//orbita97.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.369418
484 000 €946 621.72 лв.,Продава 3-СТАЕН,"град София, Изгрев","121 кв.м, 5-ти ет. от 17, ТЕЦ, Ще бъде въведен в експлоатация 2026 г., Прекрасен апартамент в комплекс 80Тинтява, изложение - югозапад. Разпределение - Хол с кухненски бок ..., тел.: 0888566566",//www.imot.bg/obiava-1c172226073581045-prodava-tristaen-apartament-grad-sofiya-izgrev,Повече детайлии 10 снимки,0888566566,ЕВРОБРОКЕР 2004,//eurobroker.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.370470
283 000 €553 499.89 лв.,Продава 3-СТАЕН,"град София, Изток","89 кв.м, 2-ри ет. от 4, ТЕЦ, Въведен в експлоатация 1960 - 1969 г., Нова атрактивна цена!!! Отлична инвестиция!Скала Ди предлага имот с уникална локация в престижния кв ..., тел.: 0887378200",//www.imot.bg/obiava-1c175751655994884-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 15 снимки,0887378200,АГЕНЦИЯ СКАЛА ДИ-НЕДВИЖИМИ ИМОТИ ЕООД,//scaladi.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.371520
350 000 €684 540.50 лв.,Продава 3-СТАЕН,"град София, Изток","105 кв.м, 5-ти ет. от 6, ТЕЦ, Въведен в експлоатация 2008 г., Тристаен апартамент в престижния квартал Изток  Представяме Ви просторен тристаен апартамент с площ  ..., тел.: 0899943037",//www.imot.bg/obiava-1c176145959232864-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 16 снимки,0899943037,НИМ ИМОТИ ООД,//nimimoti.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.372568
370 000 €723 657.10 лв.,Продава 3-СТАЕН,"град София, Изток","90 кв.м, 4-ти ет. от 4, Въведен в експлоатация, Оферта 2970 АРА Естейт има удоволствието да Ви представи просторен и светъл тристаен апартамент, раз ..., тел.: 0885772442",//www.imot.bg/obiava-1c176855565131926-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 8 снимки,0885772442,АРА ЕСТЕЙТ,//domikandk.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.373618
399 990 €782 312.44 лв.,Продава 3-СТАЕН,"град София, Изток","96 кв.м, 5-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1970 - 1979 г., Галерия Имоти ви предлага за продажба 3-стаен апартамент с отделна кухня до хотел Плиска в ж.к. Изто ..., тел.: 0892601866",//www.imot.bg/obiava-1c176474708620246-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 7 снимки,0892601866,ГАЛЕРИЯ ИМОТИ,//galeriaimoti1.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.374740
400 000 €782 332.00 лв.,Продава 3-СТАЕН,"град София, Изток","107 кв.м, 2-ри ет. от 6, ТЕЦ, Въведен в експлоатация, LUXIMMO FINEST ESTATES: www.luximmo.bg LUXIMMO представя ексклузивно на вашето внимание просторен и  ..., тел.: 0988170844",//www.imot.bg/obiava-1c171645227535234-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 8 снимки,0988170844,ЛУКСИММО,//luximmo.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.375817
680 000 €1 329 964.40 лв.,Продава 3-СТАЕН,"град София, Изток","117 кв.м, 1-ви ет. от 9, Тристаен апартамент с паркомясто в цената - комплекс 'ESTE', кв. 'Изток', гр. София. ..., тел.: 0877734412",//www.imot.bg/obiava-1c176823737324723-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 17 снимки,0877734412,БИЛДИНГ БОКС,//buildingbox.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.376865
660 800 €1 292 412.46 лв.,Продава 3-СТАЕН,"град София, Изток","132 кв.м, 4-ти ет. от 6, LUXIMMO FINEST ESTATES: www.luximmo.bg Просторен тристаен апартамент в престижния кв. Изток, на мину ..., тел.: 0884604530",//www.imot.bg/obiava-1c174496681328936-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 7 снимки,0884604530,ЛУКСИММО,//luximmo.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.377922
1 300 000 €2 542 579.00 лв.,Продава 3-СТАЕН,"град София, Изток","220 кв.м, 3-ти ет. от 6, Въведен в експлоатация, LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме изключителен тристаен апартамент в модерна сграда ..., тел.: 0882817572",//www.imot.bg/obiava-1c176495040556681-prodava-tristaen-apartament-grad-sofiya-iztok,Повече детайлии 17 снимки,0882817572,ЛУКСИММО,//luximmo.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.378975
279 990 €547 612.84 лв.,Продава 3-СТАЕН,"град София, Медицинска академия","67 кв.м, 1-ви ет. от 6, Въведен в експлоатация, МЕДИЦИНСКА АКАДЕМИЯ ! ! ! НА 5 МИНУТИ ОТ МЕТРО ! ! ! 10 МИНУТИ ДО НДК ! ! !  Представяме на вашето в ..., тел.: 0875363330",//www.imot.bg/obiava-1c176604652317206-prodava-tristaen-apartament-grad-sofiya-meditsinska-akademiya,Повече детайлии 10 снимки,0875363330,ХОУМ ТУ Ю ОФИС ХРИСТО БОТЕВ,//home2u.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.380022
398 000 €778 420.34 лв.,Продава 3-СТАЕН,"град София, Медицинска академия","92 кв.м, 3-ти ет. от 7, ТЕЦ, Въведен в експлоатация, Предлагам за продажба тристаен апартамент с отлична локация. Жилището се състои от голяма кухня с тр ..., тел.: 0879889164",//www.imot.bg/obiava-1c176762143646758-prodava-tristaen-apartament-grad-sofiya-meditsinska-akademiya,Повече детайлии 12 снимки,0879889164,АВИСТА ОФИС ЕКСПО,//expo.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.381070
449 999 €880 121.54 лв.,Продава 3-СТАЕН,"град София, Медицинска академия","110 кв.м, 3-ти ет. от 6, Въведен в експлоатация 2004 г., Отличен, тухлен, тих, много просторен апартамент на ул. 'Яков Крайков', находящ се на страхо ..., тел.: 0887548635",//www.imot.bg/obiava-1c176278310507086-prodava-tristaen-apartament-grad-sofiya-meditsinska-akademiya,Повече детайлии 17 снимки,0887548635,,,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.382155
229 000 €447 885.07 лв.,Продава 3-СТАЕН,"град София, Оборище","70 кв.м, 5-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1960 - 1969 г., Продава тристаен апартамент на пети етаж в шестетажна кооперация на булевард  Васил Левски  до улица ..., тел.: 0882063598",//www.imot.bg/obiava-1c174236874899324-prodava-tristaen-apartament-grad-sofiya-oborishte,Повече детайлии 17 снимки,0882063598,ПРИМО ПЛЮС,//primoplus.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.383205
245 000 €479 178.35 лв.,Продава 3-СТАЕН,"град София, Оборище","91 кв.м, 7-ми ет. от 8, ТЕЦ, Въведен в експлоатация, Агенция SUPRIMMO: www.suprimmo.bg Представяме тристайно жилище с отлична локация до ул.  Оборище , в ..., тел.: 0889011974",//www.imot.bg/obiava-1c176832000104794-prodava-tristaen-apartament-grad-sofiya-oborishte,Повече детайлии 7 снимки,0889011974,СУПРИММО - ГЛАВЕН ОФИС,//superimoti.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.384248
298 500 €583 815.26 лв.,Продава 3-СТАЕН,"град София, Оборище","67 кв.м, 2-ри ет. от 5, ТЕЦ, Въведен в експлоатация 1970 - 1979 г., Апартамента е разположен в престижния квартал Оборище, до ул. Черковна, в жилищна сграда от заобикол ..., тел.: 0887144424",//www.imot.bg/obiava-1c173478952489521-prodava-tristaen-apartament-grad-sofiya-oborishte,Повече детайлии 8 снимки,0887144424,АПОЛО НЕДВИЖИМИ ИМОТИ,//apollo.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.385283
320 000 €625 865.60 лв.,Продава 3-СТАЕН,"град София, Оборище","85 кв.м, 3-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1998 г., Скала Ди Недвижими имоти предлага ексклузивно 3-стаен апартамент в кв. Оборище. Имотът се намира на  ..., тел.: 0887378200",//www.imot.bg/obiava-1c176799148077803-prodava-tristaen-apartament-grad-sofiya-oborishte,Повече детайлии 12 снимки,0887378200,АГЕНЦИЯ СКАЛА ДИ-НЕДВИЖИМИ ИМОТИ ЕООД,//scaladi.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/tristaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T16:18:14.386324
